id,category,page,prompt,law_basis,note
traffic_law_truefalse-376,traffic_law_truefalse,21,年滿68 歲小型車職業駕駛人，前一年內未受吊扣駕駛執照處分，且依規定體格檢查判定合格者，經檢附通過汽車駕駛人認知功能測驗或無患有失智症證明文件，得換發有效期間一年之小型車職業駕駛執照，或於小型車職業駕駛執照以每年加註方式延長有效期間，至年滿70 歲止。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-377,traffic_law_truefalse,21,未領有汽車駕駛執照之人，違反道路交通管理處罰條例規定，應受吊扣駕駛執照處分，在所規定最長吊扣期間內，不得考領駕駛執照。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-378,traffic_law_truefalse,21,機車、小客車、小客貨兩用車及小貨車所有人，應繳交車輛製造廠、代理商或進口商出具，經內政部認可，施加於車輛特定零組件之防竊辨識碼完工證明文件，始得申請新領牌照登記。,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_truefalse-380,traffic_law_truefalse,21,四輪以上汽車在劃有快慢車道分隔線之道路行駛，除起駛、準備轉彎、準備停車或臨時停車外，不得行駛慢車道。但設有快慢車道分隔島之道路不在此限。,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_truefalse-385,traffic_law_truefalse,22,汽缸總排氣量 550 立方公分以上之大型重型機車行駛於高、快速公路，應全天開亮頭燈。,道路交通安全規則第109條,夜間及隧道燈光使用規則
traffic_law_truefalse-388,traffic_law_truefalse,22,「平穩駕駛」的方法，就是不急速起駛，左右轉彎慢一點，不超速急衝、不亂變換車道、保持安全間距，不驟然緊急煞車、不搶道、不爭道、不闖紅燈。,道路交通安全規則第102條；道路交通管理處罰條例第53條,交岔路口轉彎、號誌、指揮與讓車規則；闖紅燈與紅燈右轉之處罰
traffic_law_truefalse-393,traffic_law_truefalse,22,發生肇事的主因為跟車太近、任意超車、任意變換車道、搶道轉彎、開快車搶時間。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-403,traffic_law_truefalse,23,汽車駕駛人駕駛汽車肇事致人受傷或死亡者，應即採取救護措施及依規定處置，並通知警察機關處理，不得任意移動肇事汽車及現場痕跡證據；但肇事致人受傷案件當事人均同意時，應將肇事汽車標繪後，移置不妨礙交通之處所。,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_truefalse-409,traffic_law_truefalse,23,飲酒後，會使視覺能力變差，運動反射神經遲鈍，肇事率增加。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-412,traffic_law_truefalse,23,汽、機車所有人將車輛借予他人使用時，除應檢查其有無駕照及身心狀況外，並應將車況詳為告知。,道路交通安全規則第23條；道路交通安全規則第24條,車輛異動登記項目；車籍、所有人或地址等變更登記
traffic_law_truefalse-424,traffic_law_truefalse,24,汽車行經坡道，上坡時不得蛇行前進，下坡時不得關閉引擎或放空檔滑行。,道路交通管理處罰條例第43條,危險駕駛、競駛、超速40公里以上或噪音車之處罰
traffic_law_truefalse-434,traffic_law_truefalse,24,汽車行駛時，急加速或急煞車，不但比較耗油，輪胎、煞車來令等磨損較快，而且肇事機率也較大，但與廢氣污染無關。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-435,traffic_law_truefalse,24,汽車除遇突發狀況必須減速外，不得任意驟然減速。,道路交通管理處罰條例第43條,危險駕駛、競駛、超速40公里以上或噪音車之處罰
traffic_law_truefalse-436,traffic_law_truefalse,24,通過無號誌管制的交岔路口時，最好是先看左，再看右，比較安全。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-438,traffic_law_truefalse,24,汽車行至交岔路口前，行車管制號誌燈如轉為黃燈時，最好事先輕踩煞車減速，讓跟隨在後的車輛提早看到你的煞車燈光，以便後車提前因應，可避免被其追撞的危險。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-440,traffic_law_truefalse,25,汽車行近交岔路口前，在遠方見到行車管制號誌燈已轉為紅燈，應考量車速與車距，不任意踩油門或煞車踏板，儘量讓車輛自行滑行前進，以便節省油耗，達到節能減碳的效果。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-442,traffic_law_truefalse,25,起駛、停車、變換車道、轉彎時，應顯示方向燈，預告動向，並採取平穩漸進的方式為之。,道路交通安全規則第91條,起駛、轉彎、變換車道之燈光或手勢
traffic_law_truefalse-443,traffic_law_truefalse,25,駕車轉彎時除應使用方向燈及注意照後鏡之外，並轉頭察看確認安全後，始得轉彎。,道路交通安全規則第91條,起駛、轉彎、變換車道之燈光或手勢
traffic_law_truefalse-444,traffic_law_truefalse,25,汽車左、右兩側照後鏡，可看到側方及後方景物，所以行車轉彎、變換車道等，只要顯示方向燈、察看照後鏡即可，不需再做擺頭動作。,道路交通安全規則第91條,起駛、轉彎、變換車道之燈光或手勢
traffic_law_truefalse-445,traffic_law_truefalse,25,左轉彎時，行至交岔路口才顯示方向燈或手勢，換入內側車道或左轉車道，行至交岔路口中心處左轉，並不得占用來車車道搶先左轉。,道路交通安全規則第91條；道路交通安全規則第102條,起駛、轉彎、變換車道之燈光或手勢；交岔路口左右轉與車道使用
traffic_law_truefalse-447,traffic_law_truefalse,25,在交岔路口等候左轉之車輛，綠燈亮時即可搶先左轉。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-450,traffic_law_truefalse,25,綠燈給你行的權利，但不一定給你行的安全，所以行車至交岔路口，還是必須放慢車速行駛。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-451,traffic_law_truefalse,25,路邊停車後欲起駛前進時，不用顯示方向燈，但應注意車輛前後左右動向。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-453,traffic_law_truefalse,25,汽車於劃設有行車分向線之雙向二車道超車時，應注意超車的時間與距離，滯留對向車道時間愈久，肇事危險的機率愈大。,道路交通安全規則第97條,雙向二車道路段行駛及分向線規則
traffic_law_truefalse-454,traffic_law_truefalse,25,行車轉向、橫越他車或超車時，都要有充裕的時間與空間。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-455,traffic_law_truefalse,25,欲超越前車時，先將排檔換高一檔，可以保持加速性能在最佳狀態。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-457,traffic_law_truefalse,25,變換車道或轉彎時，為爭取時間，無需啟用方向燈，並立即匯入或轉彎。,道路交通安全規則第91條,起駛、轉彎、變換車道之燈光或手勢
traffic_law_truefalse-460,traffic_law_truefalse,26,倒車時如無法確定車後狀況是否安全，應下車親自察看實況再行倒車。,道路交通安全規則第110條,倒車之禁止地點與程序
traffic_law_truefalse-461,traffic_law_truefalse,26,停車時儘量停放在陰涼處所，並避免長時間開冷氣在車內休息，耗油又危險。,道路交通安全規則第112條,停車地點與方式
traffic_law_truefalse-463,traffic_law_truefalse,26,上下車開關車門，應謹慎小心，注意察看四周有無障礙物，並注意前後有無來車、行人，確認安全後，再分段開啟車門上下車。,道路交通安全規則第112條,停車地點與方式
traffic_law_truefalse-464,traffic_law_truefalse,26,開啟車門及上下車應注意後方來車，避免發生車禍，確保行車安全。,道路交通安全規則第112條,停車地點與方式
traffic_law_truefalse-467,traffic_law_truefalse,26,汽車行駛長隧道發生火災時，應迅速將車輛停靠兩側路邊，就近找尋安全的場所避難，為了救災需要，此時不可將車門上鎖，並將車鑰匙留在車上。,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-481,traffic_law_truefalse,27,汽車於斜坡道上，可抽出機油量尺，正確檢查出機油量與機油平面高度。,道路交通安全規則第112條,停車地點與方式
traffic_law_truefalse-532,traffic_law_truefalse,29,可以將前座頭枕拆除，以免妨害後座乘客的視線。,道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_truefalse-533,traffic_law_truefalse,29,將嬰兒放在膝上，然後繫上安全帶，既安全又能照顧保護嬰兒。,道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_truefalse-534,traffic_law_truefalse,29,兩個小孩同時共用一條安全帶，並不影響其安全效果。,道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_truefalse-535,traffic_law_truefalse,29,安全帶的肩帶斜綁胸前，壓迫得很不舒服，將手臂繞過肩帶，讓肩帶繫於腋下，感覺鬆弛舒適又不降低保護效果。,道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_truefalse-536,traffic_law_truefalse,29,若安全帶已經磨損或損壞時，必須更換新的安全帶。,道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_truefalse-537,traffic_law_truefalse,29,汽車嚴重碰撞後，使用過的安全帶，其組件包含收縮器、附件等都必須全部換新。,道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_truefalse-538,traffic_law_truefalse,29,有安全氣囊裝備的汽車，不必繫安全帶。,道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_truefalse-545,traffic_law_truefalse,30,自排車由前進「D」檔換入倒車「R」檔或駐車「P」檔時，應在車輛完全停止時，始能排檔操作。,道路交通安全規則第110條,倒車之禁止地點與程序
traffic_law_truefalse-567,traffic_law_truefalse,31,汽車定期檢驗不必檢驗車輛故障標誌，所以隨車不一定要帶車輛故障標誌。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-571,traffic_law_truefalse,31,裝有觸媒轉換器的汽車，行駛後不可停放在草地或易燃物品上，以免發生火災。,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-573,traffic_law_truefalse,31,領有學習駕駛證，學習道路駕駛時，應依交通標誌、標線、號誌及速限規定行駛，且應注意車前狀況與兩側動態，隨時採取必要之安全措施。,道路交通安全規則第56條；道路交通安全規則第57條,學習駕駛證之使用範圍；申請學習駕駛證之資格
traffic_law_truefalse-574,traffic_law_truefalse,31,學習駕駛證可以暫時充當駕駛執照使用，隨時開車上路學習道路駕駛，警察單位依法不得取締。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-575,traffic_law_truefalse,31,取得學習駕駛證，可以在任何道路行駛。,道路交通安全規則第56條；道路交通安全規則第57條,學習駕駛證之使用範圍；申請學習駕駛證之資格
traffic_law_truefalse-576,traffic_law_truefalse,31,領有學習駕駛證，學習道路駕駛時，應依公路或市區道路主管機關指定之道路及時間內行之，並應由領有學習車類駕照之汽車駕駛人在旁指導監護。,道路交通安全規則第56條；道路交通安全規則第57條,學習駕駛證之使用範圍；申請學習駕駛證之資格
traffic_law_truefalse-577,traffic_law_truefalse,31,未領有駕駛執照，只要我駕車技術優良，也可以教導他人學習開車，並以其做為我的職業。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-578,traffic_law_truefalse,31,汽車駕駛人經駕照考驗及格，未領取駕駛執照前，不得駕駛汽車。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-579,traffic_law_truefalse,31,汽車駕駛人經考驗及格，未領取駕駛執照前，得駕駛汽車。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-580,traffic_law_truefalse,32,職業汽車駕駛人得憑因逾期審驗被註銷之職業駕駛執照，申請換發同等車類之普通駕駛執照。在未換發普通駕駛執照前，得駕駛汽車。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-581,traffic_law_truefalse,32,持職業駕照之計程車駕駛人，執業年齡延長至年滿70 歲時，應依規定申請換發同等車類之普通駕照。,道路交通安全規則第60條,考領各級駕照之資格與年齡
traffic_law_truefalse-583,traffic_law_truefalse,32,禁止臨時停車路段，全天任何時間都不准臨時停車，亦不得停車。,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_truefalse-584,traffic_law_truefalse,32,禁止停車路段可以臨時停車，但禁止停車。,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_truefalse-585,traffic_law_truefalse,32,禁止臨時停車路段可以停車，但全天禁止臨時停車。,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_truefalse-586,traffic_law_truefalse,32,設有禁止停車之標誌、標線路段，如無其他標誌、標線規定，夜間8 時以後至隔日清晨7 時以前可以停車也可以臨時停車。,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_truefalse-587,traffic_law_truefalse,32,汽車得併排臨時停車。,道路交通安全規則第111條；道路交通管理處罰條例第55條,臨時停車地點與方式；臨時停車違規之處罰
traffic_law_truefalse-588,traffic_law_truefalse,32,通過鐵路平交道，前車並未停、看、聽安全通過，我也可以不需停、看、聽快速通過。,道路交通安全規則第104條,平交道通過規則
traffic_law_truefalse-589,traffic_law_truefalse,32,汽車行駛至無人看守管理之鐵路平交道，或無遮斷器、警鈴、閃光號誌設備者（無柵欄），駕駛人應在軌道外3～6 公尺前，暫停、看、聽，確認兩方無火車駛來時，始得通過。,道路交通安全規則第104條,平交道通過規則
traffic_law_truefalse-590,traffic_law_truefalse,32,汽車行駛時，不得跨越劃有禁止超車線、分向限制線、禁止變換車道線路段或鐵路平交道，逕行超車或迴車。,道路交通安全規則第97條,雙向二車道路段行駛及分向線規則
traffic_law_truefalse-591,traffic_law_truefalse,32,汽車在平坦筆直路段，雖劃有雙黃線，而對向無來車時仍可駛入來車之車道內超車前進。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-592,traffic_law_truefalse,32,汽車行經設有彎道、陡坡、狹橋、隧道、交岔路口標誌之路段或鐵路平交道、道路施工地段，不得超車。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-593,traffic_law_truefalse,32,直行車尚未進入交岔路口，轉彎車可先轉彎。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-594,traffic_law_truefalse,32,汽車行經行人穿越道，遇有行人穿越時，無論有無交通指揮人員指揮或號誌指示，均應暫停讓行人優先通過。,道路交通安全規則第103條,行近行人穿越道應暫停讓行人
traffic_law_truefalse-597,traffic_law_truefalse,32,汽車在夜間行駛或行經隧道、涵洞、地下道應開亮頭燈。或遇有濃霧、大雨、天色昏暗、視線不清時仍應開亮頭燈。,道路交通安全規則第109條,夜間及隧道燈光使用規則
traffic_law_truefalse-598,traffic_law_truefalse,32,汽車經過隧道，因隧道內燈光明亮視線良好，為省電可不必開亮頭燈。,道路交通安全規則第109條,夜間及隧道燈光使用規則
traffic_law_truefalse-600,traffic_law_truefalse,33,汽車行近急彎、上坡道頂端視距不良處或在郊外同一車道欲超越前車時，或遇有緊急危險情況時，可按鳴喇叭。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-602,traffic_law_truefalse,33,客貨兩用車，載人不得超過核定之人數，載貨不得超過核定之載重量，兼載客、貨時不得超過核定之總重量。,道路交通安全規則第77條,裝載貨物之長寬高及乘載規定
traffic_law_truefalse-603,traffic_law_truefalse,33,汽車牌照不得偽造、變造或矇領，但得借供他車使用或使用他車牌照行駛。,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_truefalse-604,traffic_law_truefalse,33,領有牌照之汽車，其出廠年份，自用小客車(使用液化石油氣及壓縮天然氣為燃料者除外)未滿5 年者免予定期檢驗，5 年以上未滿10 年者，每年至少檢驗1 次，10 年以上者每年至少檢驗2 次。,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_truefalse-605,traffic_law_truefalse,33,領有牌照之汽車，其出廠年份，自用小客車未滿6 年者免予定期檢驗，6 年以上未滿10 年者，每年至少檢驗1 次，10 年以上者每年至少檢驗2 次。,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_truefalse-607,traffic_law_truefalse,33,使用中之車輛欲變更使用液化石油氣為燃料者，應依規定取得車輛安全審驗合格報告，並向公路監理機關申請實施檢驗及辦理變更登記。,道路交通安全規則第23條；道路交通安全規則第24條,車輛異動登記項目；車籍、所有人或地址等變更登記
traffic_law_truefalse-609,traffic_law_truefalse,33,汽車引擎、底盤、電系、車門損壞，行駛時顯有危險而不即行停駛修復者，處汽車所有人罰鍰，並扣留其牌照，責令修復檢驗合格後發還之。,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_truefalse-611,traffic_law_truefalse,33,行車前應注意方向盤、煞車、輪胎、燈光、雨刮、喇叭、照後鏡及依規定應裝設之行車紀錄器、載重計與轉彎、倒車警報裝置等須詳細檢查確實有效。,道路交通安全規則第110條,倒車之禁止地點與程序
traffic_law_truefalse-613,traffic_law_truefalse,33,使用中之車輛自行改裝 HID、LED 頭燈後，需經頭燈檢驗器實施頭燈照射角度調整，以避免眩光，並經公路監理機關檢驗合格，辦理變更登記。,道路交通安全規則第109條,夜間及隧道燈光使用規則
traffic_law_truefalse-614,traffic_law_truefalse,34,汽車可以變更顏色，但必須至公路監理機關辦理變更登記。,道路交通安全規則第23條；道路交通安全規則第24條,車輛異動登記項目；車籍、所有人或地址等變更登記
traffic_law_truefalse-615,traffic_law_truefalse,34,已繳銷牌照之車輛，得再重新申請牌照使用。,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_truefalse-617,traffic_law_truefalse,34,執法人員於攔檢汽車駕駛人行駛道路以手持方式使用行動電話、電腦或其他相類功能裝置進行撥接、通話、數據通訊或其他有礙駕駛安全之行為時，應以不妨礙交通秩序及行車安全為原則，必要時可以錄影或照相採證方式辦理。,道路交通安全規則第90條；道路交通管理處罰條例第31-1條,駕駛中不得手持通訊裝置；手持通訊裝置之處罰
traffic_law_truefalse-618,traffic_law_truefalse,34,吸食毒品、迷幻藥、麻醉藥品及相類似之管制藥品或酒類，不能安全駕駛動力交通工具而駕駛者，處3 年以下有期徒刑，得併科30 萬元以下罰金。,道路交通管理處罰條例第35條,酒駕、拒測與毒駕之處罰
traffic_law_truefalse-620,traffic_law_truefalse,34,車輛行經平交道遇拋錨或障礙時，應立即進行應變。其順序為：按下「平交道緊急按鈕」→「將故障車輛推離平交道」→「火車接近時，人員迅速跑離平交道」。,道路交通安全規則第104條,平交道通過規則
traffic_law_truefalse-621,traffic_law_truefalse,34,電化鐵路區間，平交道前後設置限高門，係提醒車輛注意，禁止超過規定裝載高度之車輛通行。,道路交通安全規則第104條,平交道通過規則
traffic_law_truefalse-622,traffic_law_truefalse,34,汽車在高速或快速公路之隧道內行駛，發生故障時，應開啟危險警告燈，並在後方100 公尺處設置車輛故障標誌警示之，且利用緊急電話或手機通報管理單位。,道路交通安全規則第109條,夜間及隧道燈光使用規則
traffic_law_truefalse-626,traffic_law_truefalse,34,行駛時，發現前方有交通指揮人員封路封橋，應不予理會，加速闖越以免行程受阻。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-627,traffic_law_truefalse,34,假設欲行駛之路段將封路封橋，應配合交通指揮人員引導，只出不進，儘速駛離該路段，不任意逗留。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-631,traffic_law_truefalse,35,汽車起駛前應關閉駕駛人視線範圍內之娛樂性顯示設備。但提供行車輔助顯示，不在此限。,道路交通安全規則第89條,起駛前應關閉視線範圍內娛樂性顯示設備
traffic_law_truefalse-632,traffic_law_truefalse,35,汽車行駛於道路，駕駛人觀看行車輔助顯示並不違規，所以一邊開車一邊操作行車輔助顯示，也不違規。,道路交通安全規則第90條,駕駛中不得操作或觀看有礙安全之顯示設備
traffic_law_truefalse-633,traffic_law_truefalse,35,汽車行駛於大眾捷運系統車輛共用通行之車道時，聞或見大眾捷運系統車輛臨近之聲號或燈光時，應即依規定變換車道，避讓其優先通行，並不得在後跟隨迫近。但道路主管機關另有規定者，不在此限。,道路交通安全規則第94條；道路交通安全規則第102條,大眾捷運系統車輛共用通行之避讓；共用通行交岔路口之通行規則
traffic_law_truefalse-634,traffic_law_truefalse,35,汽車行駛至有大眾捷運系統車輛共用通行且設有聲光號誌之交岔路口，警鈴已響，閃光號誌已顯示，駕駛人無須暫停俟大眾捷運系統車輛通過後，看、聽兩方無大眾捷運系統車輛駛來，直接加速通過。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-635,traffic_law_truefalse,35,"汽車駕駛人行經有燈光號誌管制之大眾捷運系統車輛共用通行交岔路口，紅燈右轉者，處新臺幣600～1,800 元罰鍰。",道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-641,traffic_law_truefalse,35,"汽車駕駛人駕駛汽車肇事，無人受傷或死亡而未依規定處置者，處新臺幣1,000 元以上3,000 元以下罰鍰；逃逸者，並吊扣其駕駛執照一個月至三個月。",道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-642,traffic_law_truefalse,35,"汽車駕駛人駕駛汽車肇事，無人受傷或死亡汽車尚能行駛，而不儘速將汽車位置標繪移置路邊，致妨礙交通者，處駕駛人新臺幣600 元以上1,800 元以下罰鍰。",道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_truefalse-645,traffic_law_truefalse,36,汽車駕駛人駕駛汽車肇事，無人受傷或死亡汽車尚能行駛，不得任意移動肇事車輛及現場痕跡證據，於現場安全處所等待警察到場處理。,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_truefalse-646,traffic_law_truefalse,36,汽車駕駛人拆除消音器造成噪音，處罰鍰丶當場禁止其行駛丶吊扣汽車牌照6 個月，於1 年內再犯者，並吊扣駕照6 個月。,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_truefalse-648,traffic_law_truefalse,36,行經輕軌路口應迅速通過，切勿在軌道區停留。,道路交通安全規則第94條；道路交通安全規則第102條,大眾捷運系統車輛共用通行之避讓；共用通行交岔路口之通行規則
traffic_law_truefalse-654,traffic_law_truefalse,36,車輛於國道故障或發生事故時，若無人傷亡且車輛尚能行駛，為防遭後車追撞，應將車移置路肩上，車上所有人員應下車，撤離至護欄外或安全處所等候救援，避免在路肩上逗留，且示警後方來車。,道路交通安全規則第23條；道路交通安全規則第24條,車輛異動登記項目；車籍、所有人或地址等變更登記
traffic_law_truefalse-655,traffic_law_truefalse,36,中華民國112 年6 月30 日起，新考領之汽車駕駛執照不得駕駛輕型機車。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-658,traffic_law_truefalse,36,汽車駕駛人使用車輛駕駛輔助系統，使用前應瞭解適用範圍和限制，行駛時仍應隨時注意前方車況，必要時應迅速介入操控車輛，切勿過度信賴駕駛輔助系統。,道路交通安全規則第90條,駕駛中不得操作或觀看有礙安全之顯示設備
traffic_law_truefalse-659,traffic_law_truefalse,37,駕駛輔助系統對所有類型的天氣條件都能正常運作。,道路交通安全規則第90條,駕駛中不得操作或觀看有礙安全之顯示設備
traffic_law_truefalse-660,traffic_law_truefalse,37,車輛駕駛輔助系統設計，其中加入了自動駕駛輔助功能，目的是為了幫助駕駛人在行駛過程中提高行車安全。,道路交通安全規則第90條,駕駛中不得操作或觀看有礙安全之顯示設備
traffic_law_truefalse-661,traffic_law_truefalse,37,因汽車駕駛輔助系統有其功能上之限制，汽車駕駛人使用汽車駕駛輔助系統行駛時若與前車速差過大或察覺前車靜止狀態下(如：故障車、高速公路事故處理車輛、施工車輛)，駕駛人應注意車前狀況，並隨時採取必要之安全措施。,道路交通安全規則第90條,駕駛中不得操作或觀看有礙安全之顯示設備
traffic_law_truefalse-662,traffic_law_truefalse,37,依據「道路交通安全規則」第89 條規定：「起駛前應關閉汽車駕駛人視線範圍內之娛樂性顯示設備。但提供行車輔助顯示，不在此限。 」，因此駕駛人可以在開車時，完全依賴行車輔助顯示之提示開車。,道路交通安全規則第89條,起駛前應關閉視線範圍內娛樂性顯示設備
traffic_law_choice-052,traffic_law_choice,5,考領普通汽車駕照須年滿,道路交通安全規則第60條,考領各級駕照之資格與年齡
traffic_law_choice-053,traffic_law_choice,5,考領職業汽車駕照須年滿,道路交通安全規則第60條,考領各級駕照之資格與年齡
traffic_law_choice-079,traffic_law_choice,7,申請汽車學習駕駛證，須年滿,道路交通安全規則第56條；道路交通安全規則第57條,學習駕駛證之使用範圍；申請學習駕駛證之資格
traffic_law_choice-097,traffic_law_choice,8,汽車車廂以外,道路交通安全規則第77條,裝載貨物之長寬高及乘載規定
traffic_law_choice-108,traffic_law_choice,9,夜間會車，應使用,道路交通安全規則第109條,夜間及隧道燈光使用規則
